# z gammaA
3.117072283141129928e-04 5.488922559822549179e+50
3.160456920549808003e-04 5.339184881169305600e+50
3.204445402397148039e-04 5.193530232592643302e+50
3.249046133227428989e-04 5.051847285283983313e+50
3.294267634562679991e-04 4.914027745950644752e+50
3.340118546530824063e-04 4.779966274048756200e+50
3.386607629516481615e-04 4.649560401272972737e+50
3.433743765834749843e-04 4.522710453241371463e+50
3.481535961428279449e-04 4.399319473315714422e+50
3.529993347587970709e-04 4.279293148498834632e+50
3.579125182697620654e-04 4.162539737352547531e+50
3.628940854002852038e-04 4.048969999880934843e+50
3.679449879404661831e-04 3.938497129325475353e+50
3.730661909277935089e-04 3.831036685819820475e+50
3.782586728315268446e-04 3.726506531853627519e+50
3.835234257396456120e-04 3.624826769495973896e+50
3.888614555483993528e-04 3.525919679330504602e+50
3.942737821544982845e-04 3.429709661055534143e+50
3.997614396499746259e-04 3.336123175703833958e+50
4.053254765197606617e-04 3.245088689437806318e+50
4.109669558420139595e-04 3.156536618877167138e+50
4.166869554912318589e-04 3.070399277917348439e+50
4.224865683441926382e-04 2.986610825997945650e+50
4.283669024887633119e-04 2.905107217781703449e+50
4.343290814356132526e-04 2.825826154205558164e+50
4.403742443328752167e-04 2.748707034866329742e+50
4.465035461837933467e-04 2.673690911704684425e+50
4.527181580674009766e-04 2.600720443951954984e+50
4.590192673622699279e-04 2.529739854305390264e+50
4.654080779733735804e-04 2.460694886298343319e+50
4.718858105621082230e-04 2.393532762832812936e+50
4.784537027795150786e-04 2.328202145842644345e+50
4.851130095027492975e-04 2.264653097056560187e+50
4.918650030748395038e-04 2.202837039831041809e+50
4.987109735477847881e-04 2.142706722023873541e+50
5.056522289290351149e-04 2.084216179879997945e+50
5.126900954314022544e-04 2.027320702902056098e+50
5.198259177264494312e-04 1.971976799678776209e+50
5.270610592014071238e-04 1.918142164645104964e+50
5.343969022196653216e-04 1.865775645748645142e+50
5.418348483848904867e-04 1.814837212997731325e+50
5.493763188088217559e-04 1.765287927867042719e+50
5.570227543827882327e-04 1.717089913537461268e+50
5.647756160530115546e-04 1.670206325947332292e+50
5.726363850997374287e-04 1.624601325633064315e+50
5.806065634202519721e-04 1.580240050337536678e+50
5.886876738158384765e-04 1.537088588365351564e+50
5.968812602827270729e-04 1.495113952664610460e+50
6.051888883070941083e-04 1.454284055615369919e+50
6.136121451641682626e-04 1.414567684505520246e+50
6.221526402214987020e-04 1.375934477675346035e+50
6.308120052464450062e-04 1.338354901312540264e+50
6.395918947179459000e-04 1.301800226879919303e+50
6.484939861426289136e-04 1.266242509158608680e+50
6.575199803753177833e-04 1.231654564889901309e+50
6.666716019440027544e-04 1.198009951999475841e+50
6.759505993793322228e-04 1.165282949388088782e+50
6.853587455486918542e-04 1.133448537273300159e+50
6.948978379949321106e-04 1.102482378067203931e+50
7.045696992798119486e-04 1.072360797775550579e+50
7.143761773322210296e-04 1.043060767904048266e+50
7.243191458012498323e-04 1.014559887858006758e+50
7.344005044141735860e-04 9.868363678218758601e+49
7.446221793394184382e-04 9.598690121055956251e+49
7.549861235545798953e-04 9.336372029450345372e+49
7.654943172195624937e-04 9.081208847441169618e+49
7.761487680549173512e-04 8.833005487466083857e+49
7.869515117254369078e-04 8.591572181258613432e+49
7.979046122290973844e-04 8.356724334810818396e+49
8.090101622914102177e-04 8.128282387290765149e+49
8.202702837652630285e-04 7.906071673806679020e+49
8.316871280363261239e-04 7.689922291913061601e+49
8.432628764341015132e-04 7.479668971756612350e+49
8.549997406486925002e-04 7.275150949762851143e+49
8.668999631533748406e-04 7.076211845766788218e+49
8.789658176330487210e-04 6.882699543493742974e+49
8.911996094186547170e-04 6.694466074299082978e+49
9.036036759276358044e-04 6.511367504077838384e+49
9.161803871105295583e-04 6.333263823257931121e+49
9.289321459037770592e-04 6.160018839792850663e+49
9.418613886888330729e-04 5.991500075071997716e+49
9.549705857576677118e-04 5.827578662669167475e+49
9.682622417847453356e-04 5.668129249851788552e+49
9.817388963055744770e-04 5.513029901775609530e+49
9.954031242019171534e-04 5.362162008291635254e+49
1.009257536193750590e-03 5.215410193294101556e+49
1.023304779338082837e-03 5.072662226540118281e+49
1.037547537534697951e-03 4.933808937873785033e+49
1.051988532038953920e-03 4.798744133788955836e+49
1.066630521981710511e-03 4.667364516267074105e+49
1.081476304896495256e-03 4.539569603828004500e+49
1.096528717254007315e-03 4.415261654733462821e+49
1.111790635004059839e-03 4.294345592284444185e+49
1.127264974125065985e-03 4.176728932155461522e+49
1.142954691181173555e-03 4.062321711710131854e+49
1.158862783887151240e-03 3.951036421244024254e+49
1.174992291681141400e-03 3.842787937102291990e+49
1.191346296305380650e-03 3.737493456620895414e+49
1.207927922395005994e-03 3.635072434841734630e+49
1.224740338075054049e-03 3.535446522953337678e+49
1.241786755565771772e-03 3.438539508410005395e+49
1.259070431796349915e-03 3.344277256683701026e+49
1.276594669027199995e-03 3.252587654604110275e+49
1.294362815480892305e-03 3.163400555243645917e+49
1.312378265981875092e-03 3.076647724305182045e+49
1.330644462605097642e-03 2.992262787971603170e+49
1.349164895333662163e-03 2.910181182177300166e+49
1.367943102725626553e-03 2.830340103262835938e+49
1.386982672590091623e-03 2.752678459975045286e+49
1.406287242672695729e-03 2.677136826775937306e+49
1.425860501350650596e-03 2.603657398424664353e+49
1.445706188337452349e-03 2.532183945797856908e+49
1.465828095397399364e-03 2.462661772914585863e+49
1.486230067070056383e-03 2.395037675133073554e+49
1.506916001404801043e-03 2.329259898487211826e+49
1.527889850705594667e-03 2.265278100131833042e+49
1.549155622286118661e-03 2.203043309866462954e+49
1.570717379235421832e-03 2.142507892708177410e+49
1.592579241194223448e-03 2.083625512484956720e+49
1.614745385142022120e-03 2.026351096421695547e+49
1.637220046195158587e-03 1.970640800691818533e+49
1.660007518415988108e-03 1.916451976908162961e+49
1.683112155633314025e-03 1.863743139527525481e+49
1.706538372274240146e-03 1.812473934143956386e+49
1.730290644207602190e-03 1.762605106646568193e+49
1.754373509599137888e-03 1.714098473218285771e+49
1.778791569778556420e-03 1.666916891152628559e+49
1.803549490118693237e-03 1.621024230466151265e+49
1.828652000926866061e-03 1.576385346284976592e+49
1.854103898348673186e-03 1.532966051984172579e+49
1.879910045284352701e-03 1.490733093059531453e+49
1.906075372317899948e-03 1.449654121711765363e+49
1.932604878659116695e-03 1.409697672123677474e+49
1.959503633098771784e-03 1.370833136411434684e+49
1.986776774977056913e-03 1.333030741231536823e+49
2.014429515165520358e-03 1.296261525025632792e+49
2.042467137062669875e-03 1.260497315885765026e+49
2.070894997603430192e-03 1.225710710023142653e+49
2.099718528282651982e-03 1.191875050823986642e+49
2.128943236192866809e-03 1.158964408476422068e+49
2.158574705076485387e-03 1.126953560152869546e+49
2.188618596392639080e-03 1.095817970732783177e+49
2.219080650398874959e-03 1.065533774050986000e+49
2.249966687247899159e-03 1.036077754657296115e+49
2.281282608099592744e-03 1.007427330073482682e+49
2.313034396248498693e-03 9.795605335340019726e+48
2.345228118267006848e-03 9.524559971973211552e+48
2.377869925164445390e-03 9.260929358149926361e+48
2.410966053562309166e-03 9.004511308460097800e+48
2.444522826885841670e-03 8.755109150042857343e+48
2.478546656572205333e-03 8.512531572274609213e+48
2.513044043295466472e-03 8.276592480555447530e+48
2.548021578208626518e-03 8.047110854082189120e+48
2.583485944202947113e-03 7.823910607499229111e+48
2.619443917184796806e-03 7.606820456321653407e+48
2.655902367370273007e-03 7.395673786027618849e+48
2.692868260597842088e-03 7.190308524719984438e+48
2.730348659659247428e-03 6.990567019259887377e+48
2.768350725648945163e-03 6.796295914777622645e+48
2.806881719332319190e-03 6.607346037468655049e+48
2.845949002532939965e-03 6.423572280585282290e+48
2.885560039539132940e-03 6.244833493536778187e+48
2.925722398530122056e-03 6.070992374013210259e+48
2.966443753022025842e-03 5.901915363050562378e+48
3.007731883333975877e-03 5.737472542956989522e+48
3.049594678074645134e-03 5.577537538021993724e+48
3.092040135649461608e-03 5.421987417932946671e+48
3.135076365788805591e-03 5.270702603824856456e+48
3.178711591097472481e-03 5.123566776891751390e+48
3.222954148625703855e-03 4.980466789489763338e+48
3.267812491462083416e-03 4.841292578664024572e+48
3.313295190348605757e-03 4.705937082033195798e+48
3.359410935318220617e-03 4.574296155967452483e+48
3.406168537355173595e-03 4.446268495997316856e+48
3.453576930078445552e-03 4.321755559392557167e+48
3.501645171448658500e-03 4.200661489851882829e+48
3.550382445498671737e-03 4.082893044246122864e+48
3.599798064088329669e-03 3.968359521358570723e+48
3.649901468683603312e-03 3.856972692568291772e+48
3.700702232160499316e-03 3.748646734423302229e+48
3.752210060634074765e-03 3.643298163052128820e+48
3.804434795312912516e-03 3.540845770363607820e+48
3.857386414379404462e-03 3.441210561986171026e+48
3.911075034896208287e-03 3.344315696899181219e+48
3.965510914739236829e-03 3.250086428710200406e+48
4.020704454557553001e-03 3.158450048533295015e+48
4.076666199760539330e-03 3.069335829424732892e+48
4.133406842532736346e-03 2.982674972333593907e+48
4.190937223876707585e-03 2.898400553526038141e+48
4.249268335684354934e-03 2.816447473442967332e+48
4.308411322837051201e-03 2.736752406952077639e+48
4.368377485335012307e-03 2.659253754956248089e+48
4.429178280456295101e-03 2.583891597321277374e+48
4.490825324945858787e-03 2.510607647087019488e+48
4.553330397235087236e-03 2.439345205926902320e+48
4.616705439692199778e-03 2.370049120821816420e+48
4.680962560903991973e-03 2.302665741915246109e+48
4.746114037989332228e-03 2.237142881517438034e+48
4.812172318944853144e-03 2.173429774227296968e+48
4.879150025023300773e-03 2.111477038141499898e+48
4.947059953144975451e-03 2.051236637121236525e+48
5.015915078342747351e-03 1.992661844087680710e+48
5.085728556241094281e-03 1.935707205318203163e+48
5.156513725569645754e-03 1.880328505716004778e+48
5.228284110711716413e-03 1.826482735026637682e+48
5.301053424288302424e-03 1.774128054975613126e+48
5.374835569778050812e-03 1.723223767301971680e+48
5.449644644173689233e-03 1.673730282663392792e+48
5.525494940675432232e-03 1.625609090389087967e+48
5.602400951421874879e-03 1.578822729057347521e+48
5.680377370258892465e-03 1.533334757875296544e+48
5.759439095547085746e-03 1.489109728838945348e+48
5.839601233008292168e-03 1.446113159652300650e+48
5.920879098611726843e-03 1.404311507384812610e+48
6.003288221500283246e-03 1.363672142847068074e+48
6.086844346957572156e-03 1.324163325665113204e+48
6.171563439416250484e-03 1.285754180034383338e+48
6.257461685508225457e-03 1.248414671134713509e+48
6.344555497157308363e-03 1.212115582188403552e+48
6.432861514714919779e-03 1.176828492143805720e+48
6.522396610139433518e-03 1.142525753967400801e+48
6.613177890219770760e-03 1.109180473527762501e+48
6.705222699843867151e-03 1.076766489055284257e+48
6.798548625312613065e-03 1.045258351161978352e+48
6.893173497699988696e-03 1.014631303406056326e+48
6.989115396259831976e-03 9.848612633865132537e+47
7.086392651880154409e-03 9.559248043531789183e+47
7.185023850585475769e-03 9.277991373182536681e+47
7.285027837087909748e-03 9.004620936556428778e+47
7.386423718387681407e-03 8.738921081747980595e+47
7.489230867423757321e-03 8.480682026561293102e+47
7.593468926775283172e-03 8.229699698354240652e+47
7.699157812414543500e-03 7.985775578250243396e+47
7.806317717512153975e-03 7.748716549598748547e+47
7.914969116295219112e-03 7.518334750568582003e+47
8.025132767959183150e-03 7.294447430761592380e+47
8.136829720634132165e-03 7.076876811737120068e+47
8.250081315406304627e-03 6.865449951340625292e+47
8.364909190395564131e-03 6.659998611733039759e+47
8.481335284889632287e-03 6.460359131019870385e+47
8.599381843535864114e-03 6.266372298382067527e+47
8.719071420591362198e-03 6.077883232613325531e+47
8.840426884232241433e-03 5.894741263971036555e+47
8.963471420922883987e-03 5.716799819250561429e+47
9.088228539846001514e-03 5.543916309995191063e+47
9.214722077394347718e-03 5.375952023756326697e+47
9.342976201724962487e-03 5.212772018320842817e+47
9.473015417376797614e-03 5.054245018824896568e+47
9.604864569952610565e-03 4.900243317675538221e+47
9.738548850866023121e-03 4.750642677203770778e+47
9.874093802154659122e-03 4.605322234974637688e+47
1.001152532136026160e-02 4.464164411682070826e+47
1.015086966647673651e-02 4.327054821558178804e+47
1.029215346096707534e-02 4.193882185228456779e+47
1.043540369885009346e-02 4.064538244946506640e+47
1.058064774985797117e-02 3.938917682143385787e+47
1.072791336466557936e-02 3.816918037228739854e+47
1.087722868019259416e-02 3.698439631582371571e+47
1.102862222497939804e-02 3.583385491676750165e+47
1.118212292463781517e-02 3.471661275272419127e+47
1.133776010737770450e-02 3.363175199630029602e+47
1.149556350961048086e-02 3.257837971684085204e+47
1.165556328163062233e-02 3.155562720125100921e+47
1.181778999337625841e-02 3.056264929338309154e+47
1.198227464026993538e-02 2.959862375148397084e+47
1.214904864914067434e-02 2.866275062321254434e+47
1.231814388422845623e-02 2.775425163774922315e+47
1.248959265327228424e-02 2.687236961453335791e+47
1.266342771368296830e-02 2.601636788817666501e+47
1.283968227880184429e-02 2.518552974911316184e+47
1.301839002424658859e-02 2.437915789955829323e+47
1.319958509434535944e-02 2.359657392436113917e+47
1.338330210866047268e-02 2.283711777634552415e+47
1.356957616860300468e-02 2.210014727574592856e+47
1.375844286413918476e-02 2.138503762335689310e+47
1.394993828059041402e-02 2.069118092702154323e+47
1.414409900552778161e-02 2.001798574109866939e+47
1.434096213576257182e-02 1.936487661855544490e+47
1.454056528443407534e-02 1.873129367534285473e+47
1.474294658819604031e-02 1.811669216672096224e+47
1.494814471450315457e-02 1.752054207520903696e+47
1.515619886899893798e-02 1.694232770984549876e+47
1.536714880300647269e-02 1.638154731645058244e+47
1.558103482112338165e-02 1.583771269859289595e+47
1.579789778892252278e-02 1.531034884896971610e+47
1.601777914075985798e-02 1.479899359091820998e+47
1.624072088769101113e-02 1.430319722978235581e+47
1.646676562549798453e-02 1.382252221386878871e+47
1.669595654282762798e-02 1.335654280473036240e+47
1.692833742944334710e-02 1.290484475652497364e+47
1.716395268459169898e-02 1.246702500420285512e+47
1.740284732548540506e-02 1.204269136028277918e+47
1.764506699590444663e-02 1.163146221998383344e+47
1.789065797491687718e-02 1.123296627448594406e+47
1.813966718572102357e-02 1.084684223209812510e+47
1.839214220461072094e-02 1.047273854711982355e+47
1.864813127006536772e-02 1.011031315618592993e+47
1.890768329196648723e-02 9.759233221892287648e+46
1.917084786094255811e-02 9.419174883503391708e+46
1.943767525784391784e-02 9.089823014549776687e+46
1.970821646334955032e-02 8.770870987127391195e+46
1.998252316770756862e-02 8.462020442716466960e+46
2.026064778061127669e-02 8.162981069342219737e+46
2.054264344121269764e-02 7.873470384904436981e+46
2.082856402827545916e-02 7.593213526507621479e+46
2.111846417046900348e-02 7.321943045627821230e+46
2.141239925680606809e-02 7.059398708956730903e+46
2.171042544722544612e-02 6.805327304767651942e+46
2.201259968332203512e-02 6.559482454652273255e+46
2.231897969922623168e-02 6.321624430481013090e+46
2.262962403263476044e-02 6.091519976443713068e+46
2.294459203599502270e-02 5.868942136031033890e+46
2.326394388784510520e-02 5.653670083820919187e+46
2.358774060431165914e-02 5.445488961937560657e+46
2.391604405076775894e-02 5.244189721054283153e+46
2.424891695365307201e-02 5.049568965814755957e+46
2.458642291245850472e-02 4.861428804550377412e+46
2.492862641187768707e-02 4.679576703174842090e+46
2.527559283412755819e-02 4.503825343139958786e+46
2.562738847144045706e-02 4.333992483339807157e+46
2.598408053873007759e-02 4.169900825853301844e+46
2.634573718643364731e-02 4.011377885417951763e+46
2.671242751353312961e-02 3.858255862530404275e+46
2.708422158075712849e-02 3.710371520072370289e+46
2.746119042396705928e-02 3.567566063362385265e+46
2.784340606772937876e-02 3.429685023537294855e+46
2.823094153907678566e-02 3.296578144169184950e+46
2.862387088146091385e-02 3.168099271026200824e+46
2.902226916889927635e-02 3.044106244887931140e+46
2.942621252031906234e-02 2.924460797328323476e+46
2.983577811410062508e-02 2.809028449381368634e+46
3.025104420282335310e-02 2.697678413006891783e+46
3.067209012821678696e-02 2.590283495275962203e+46
3.109899633631986807e-02 2.486720005197394238e+46
3.153184439285110913e-02 2.386867663108948299e+46
3.197071699879278778e-02 2.290609512558660080e+46
3.241569800619192865e-02 2.197831834603711561e+46
3.286687243418134202e-02 2.108424064456085057e+46
3.332432648522353630e-02 2.022278710406059141e+46
3.378814756158077248e-02 1.939291274956391627e+46
3.425842428201437972e-02 1.859360178101705839e+46
3.473524649871641973e-02 1.782386682689386795e+46
3.521870531447710700e-02 1.708274821799812855e+46
3.570889310009109363e-02 1.636931328085503048e+46
3.620590351200606016e-02 1.568265565010201635e+46
3.670983151021695728e-02 1.502189459930582560e+46
3.722077337640926353e-02 1.438617438964687650e+46
3.773882673235480489e-02 1.377466363592741197e+46
3.826409055856361957e-02 1.318655468937392168e+46
3.879666521319537209e-02 1.262106303671918191e+46
3.933665245123407067e-02 1.207742671506251424e+46
3.988415544392957812e-02 1.155490574202105176e+46
4.043927879850977430e-02 1.105278156069804827e+46
4.100212857816705470e-02 1.057035649900747892e+46
4.157281232232302309e-02 1.010695324290704077e+46
4.215143906717524341e-02 9.661914323104650333e+45
4.273811936652991555e-02 9.234601614815826150e+45
4.333296531292459008e-02 8.824395850161664865e+45
4.393609055904482835e-02 8.430696142809387448e+45
4.454761033943893667e-02 8.052919524469216429e+45
4.516764149253495869e-02 7.690500492873088446e+45
4.579630248296412409e-02 7.342890570872267397e+45
4.643371342419495840e-02 7.009557876302338698e+45
4.707999610148248110e-02 6.689986702275093682e+45
4.773527399513674552e-02 6.383677107568085146e+45
4.839967230411530708e-02 6.090144516793236401e+45
4.907331796994404000e-02 5.808919330036663753e+45
4.975633970097086828e-02 5.539546541672533915e+45
5.044886799695710161e-02 5.281585368063828416e+45
5.115103517401092120e-02 5.034608883873439008e+45
5.186297538986844868e-02 4.798203666718576762e+45
5.258482466952558998e-02 4.571969449912196850e+45
5.331672093122770406e-02 4.355518783043579058e+45
5.405880401282054520e-02 4.148476700160929099e+45
5.481121569846795355e-02 3.950480395327642324e+45
5.557409974574149120e-02 3.761178905333107564e+45
5.634760191308714472e-02 3.580232799348066672e+45
5.713186998767421504e-02 3.407313875323413205e+45
5.792705381363195960e-02 3.242104862939772698e+45
5.873330532067910087e-02 3.084299132923996253e+45
5.955077855315193264e-02 2.933600412556706276e+45
6.037962969943638097e-02 2.789722507203297319e+45
6.122001712180970279e-02 2.652389027708659187e+45
6.207210138669760902e-02 2.521333123503528945e+45
6.293604529535244685e-02 2.396297221277935905e+45
6.381201391495837372e-02 2.277032769084432099e+45
6.470017461016951132e-02 2.163299985740851443e+45
6.560069707508704717e-02 2.054867615409171530e+45
6.651375336568135510e-02 1.951512687233683367e+45
6.743951793266547701e-02 1.853020279927943244e+45
6.837816765482601644e-02 1.759183291206210460e+45
6.932988187281809156e-02 1.669802211960858294e+45
7.029484242343055078e-02 1.584684905092944970e+45
7.127323367432815415e-02 1.503646388908430120e+45
7.226524255927731233e-02 1.426508624997730276e+45
7.327105861386203067e-02 1.353100310521070388e+45
7.429087401169716387e-02 1.283256674826743696e+45
7.532488360114540649e-02 1.216819280333732534e+45
7.637328494254562450e-02 1.153635827614134634e+45
7.743627834595910586e-02 1.093559964614743252e+45
7.851406690944132127e-02 1.036451099960553973e+45
7.960685655784634218e-02 9.821742202863292197e+44
8.071485608217128516e-02 9.305997115452800930e+44
8.183827717944844315e-02 8.816031842467109757e+44
8.297733449319265320e-02 8.350653025768987878e+44
8.413224565441156100e-02 7.908716173597580058e+44
8.530323132318670676e-02 7.489124028157319987e+44
8.649051523083342574e-02 7.090824970791214259e+44
8.769432422264741844e-02 6.712811464355098405e+44
8.891488830124641418e-02 6.354118532421692949e+44
9.015244067051499111e-02 6.013822274953537159e+44
9.140721778016104582e-02 5.691038420091584712e+44
9.267945937089248909e-02 5.384920911711804925e+44
9.396940852022264701e-02 5.094660532406091449e+44
9.527731168891320768e-02 4.819483561545174731e+44
9.660341876806366468e-02 4.558650468081255947e+44
9.794798312685604191e-02 4.311454637746199219e+44
9.931126166096425345e-02 4.077221134297651937e+44
1.006935148416369941e-01 3.855305494460546847e+44
1.020950067654648047e-01 3.645092555300386275e+44
1.035160052048377521e-01 3.445995319113834274e+44
1.049567816591075592e-01 3.257453841770070030e+44
1.064176114064605827e-01 3.078934162456703729e+44
1.078987735565132555e-01 2.909927260617868571e+44
1.094005511036393458e-01 2.749948045230521286e+44
1.109232309810395806e-01 2.598534375071133153e+44
1.124671041155637374e-01 2.455246109668279067e+44
1.140324654832958889e-01 2.319664189739208862e+44
1.156196141659132093e-01 2.191389748561746757e+44
1.172288534078292227e-01 2.070043251258283143e+44
1.188604906741323880e-01 1.955263663436503848e+44
1.205148377093311629e-01 1.846707647919296997e+44
1.221922105969166228e-01 1.744048789187822587e+44
1.238929298197541107e-01 1.646976845020200463e+44
1.256173203213155065e-01 1.555197024797004776e+44
1.273657115677636620e-01 1.468429293934000328e+44
1.291384376109009635e-01 1.386407703892503947e+44
1.309358371519941389e-01 1.308879747208425323e+44
1.327582536064873253e-01 1.235605736972639779e+44
1.346060351696157231e-01 1.166358210187639524e+44
1.364795348829328236e-01 1.100921354418842313e+44
1.383791107017631472e-01 1.039090457153224296e+44
1.403051255635941741e-01 9.806713772732923425e+43
1.422579474574199865e-01 9.254800380507985257e+43
1.442379494940501661e-01 8.733419410620946567e+43
1.462455099773972422e-01 8.240917004255320911e+43
1.482810124767563187e-01 7.775725967609653151e+43
1.503448459000906734e-01 7.336361502721109662e+43
1.524374045683375423e-01 6.921417123543058796e+43
1.545590882907479924e-01 6.529560751330335316e+43
1.567103024412754009e-01 6.159530983424417039e+43
1.588914580360271944e-01 5.810133529579414802e+43
1.611029718117945597e-01 5.480237810027607462e+43
1.633452663056751686e-01 5.168773709550986792e+43
1.656187699358041276e-01 4.874728481900920228e+43
1.679239170832085570e-01 4.597143798992518419e+43
1.702611481748014799e-01 4.335112939392193276e+43
1.726309097675308157e-01 4.087778110715877881e+43
1.750336546336996590e-01 3.854327900661140320e+43
1.774698418474740247e-01 3.633994851507839573e+43
1.799399368725946025e-01 3.426053153038988652e+43
1.824444116513094238e-01 3.229816448954989486e+43
1.849837446945442332e-01 3.044635751980213969e+43
1.875584211733280215e-01 2.869897462990059341e+43
1.901689330114907928e-01 2.705021489618679439e+43
1.928157789796518806e-01 2.549459459942056899e+43
1.954994647905161087e-01 2.402693026967070114e+43
1.982205031954961949e-01 2.264232259794619587e+43
2.009794140826817177e-01 2.133614117462605333e+43
2.037767245761679669e-01 2.010401001613029668e+43
2.066129691367708798e-01 1.894179384264575553e+43
2.094886896641422191e-01 1.784558507109562660e+43
2.124044356003061407e-01 1.681169148889669897e+43
2.153607640346368313e-01 1.583662457539016766e+43
2.183582398102974498e-01 1.491708843915531659e+43
2.213974356321602721e-01 1.404996934071540744e+43
2.244789321762292178e-01 1.323232577142098113e+43
2.276033182005850197e-01 1.246137906059860163e+43
2.307711906578748806e-01 1.173450448388192487e+43
2.339831548093675995e-01 1.104922284800193946e+43
2.372398243405962337e-01 1.040319252650318279e+43
2.405418214786104181e-01 9.794201923943452334e+42
2.438897771108603507e-01 9.220162346030978453e+42
2.472843309057358718e-01 8.679101254598014274e+42
2.507261314347828951e-01 8.169155887266522685e+42
2.542158362966210894e-01 7.688567222622776050e+42
2.577541122425862086e-01 7.235674272695614690e+42
2.613416353041211893e-01 6.808908685367379076e+42
2.649790909219404411e-01 6.406789640278371425e+42
2.686671740769915884e-01 6.027919022574221948e+42
2.724065894232403084e-01 5.670976859652300522e+42
2.761980514223032479e-01 5.334717006820205928e+42
2.800422844799546618e-01 5.017963068504108778e+42
2.839400230845331441e-01 4.719604542336475838e+42
2.878920119472747063e-01 4.438593174112060665e+42
2.918990061445991824e-01 4.173939512229728364e+42
2.959617712623767161e-01 3.924709650835670451e+42
3.000810835422026424e-01 3.690022151452762586e+42
3.042577300297080178e-01 3.469045133421993333e+42
3.084925087249343334e-01 3.260993523995883576e+42
3.127862287348012749e-01 3.065126459412260307e+42
3.171397104276968970e-01 2.880744828740001775e+42
3.215537855902188547e-01 2.707188952728370752e+42
3.260292975860976661e-01 2.543836390308345742e+42
3.305671015173318739e-01 2.390099865790032541e+42
3.351680643875656340e-01 2.245425310174752807e+42
3.398330652677408192e-01 2.109290010355696405e+42
3.445629954640541670e-01 1.981200860317294544e+42
3.493587586882524465e-01 1.860692708762051533e+42
3.542212712302978406e-01 1.747326797895211001e+42
3.591514621334363500e-01 1.640689288383240329e+42
3.641502733717031370e-01 1.540389865772372699e+42
3.692186600298982824e-01 1.446060423909314110e+42
3.743575904860675929e-01 1.357353821148310237e+42
3.795680465965232120e-01 1.273942705357865554e+42
3.848510238834393360e-01 1.195518403957187590e+42
3.902075317250584541e-01 1.121789875417432073e+42
3.956385935485485783e-01 1.052482718856863450e+42
4.011452470255369995e-01 9.873382385426913822e+41
4.067285442703733045e-01 9.261125602856284500e+41
4.123895520411484106e-01 8.685757968777630424e+41
4.181293519435116401e-01 8.145112598794651582e+41
4.239490406373248033e-01 7.637147152079657723e+41
4.298497300461929793e-01 7.159936801192305313e+41
4.358325475699109108e-01 6.711667593061305838e+41
4.418986362998670869e-01 6.290630179601686383e+41
4.480491552374450959e-01 5.895213897616068648e+41
4.542852795154656009e-01 5.523901178739267084e+41
4.606082006227096848e-01 5.175262271237281586e+41
4.670191266315676937e-01 4.847950256465443053e+41
4.735192824288565472e-01 4.540696343730672424e+41
4.801099099498492562e-01 4.252305428191882206e+41
4.867922684155622237e-01 3.981651897273017986e+41
4.935676345733450154e-01 3.727675671858309018e+41
5.004373029408186735e-01 3.489378469291016722e+41
5.074025860532094256e-01 3.265820275907686828e+41
5.144648147141248629e-01 3.056116017512181130e+41
5.216253382498200475e-01 2.859432416829226963e+41
5.288855247670034565e-01 2.674985027578186673e+41
5.362467614142307770e-01 2.502035435376036160e+41
5.437104546469363475e-01 2.339888616215792107e+41
5.512780304961540923e-01 2.187890443774583676e+41
5.589509348409786860e-01 2.045425337285957932e+41
5.667306336848183523e-01 1.911914042165091634e+41
5.746186134354929198e-01 1.786811536004980072e+41
5.826163811892308697e-01 1.669605052967568103e+41
5.907254650186181122e-01 1.559812219978900805e+41
5.989474142645558885e-01 1.456979298491591684e+41
6.072837998322807573e-01 1.360679525946637837e+41
6.157362144915063951e-01 1.270511551348041449e+41
6.243062731807410559e-01 1.186097959713334436e+41
6.329956133158421983e-01 1.107083880426937637e+41
6.418058951028650094e-01 1.033135674806058752e+41
6.507388018552648923e-01 9.639396984465154629e+40
6.597960403155159748e-01 8.992011341607229154e+40
6.689793409812048175e-01 8.386428915515546823e+40
6.782904584356639344e-01 7.820045694845020753e+40
6.877311716832061883e-01 7.290414779273980935e+40
6.973032844890261206e-01 6.795237158223820887e+40
7.070086257238309413e-01 6.332353018395618699e+40
7.168490497132695705e-01 5.899733550364342524e+40
7.268264365922243453e-01 5.495473226121472996e+40
7.369426926640337827e-01 5.117782521017185340e+40
7.471997507647157866e-01 4.764981055026775224e+40
7.575995706322582457e-01 4.435491129659833291e+40
7.681441392810574031e-01 4.127831638146934308e+40
7.788354713815524022e-01 3.840612327783422340e+40
7.896756096451589269e-01 3.572528394485774684e+40
8.006666252145534513e-01 3.322355390724971590e+40
8.118106180593901433e-01 3.088944429056457920e+40
8.231097173775264730e-01 2.871217664452785761e+40
8.345660820018327986e-01 2.668164039586176187e+40
8.461819008126637565e-01 2.478835278092855844e+40
8.579593931560716147e-01 2.302342111688188232e+40
8.699008092678393034e-01 2.137850727792562168e+40
8.820084307034158355e-01 1.984579425074937147e+40
8.942845707738360517e-01 1.841795465027086656e+40
9.067315749877070674e-01 1.708812108348248149e+40
9.193518214993470217e-01 1.584985825550000892e+40
9.321477215631606139e-01 1.469713671786270137e+40
9.451217199943391378e-01 1.362430816475557642e+40
9.582762956359731632e-01 1.262608218813541428e+40
9.716139618326654626e-01 1.169750440775765709e+40
