# z gammaA
9.851372669107374413e-01 1.083393589683934060e+40
9.988487946651175564e-01 1.003103382856801857e+40
1.012751164853008090e+00 9.284733272892712029e+39
1.026847033694422207e+00 8.591230077024566439e+39
1.041139094379686769e+00 7.946964766843880708e+39
1.055630077584010840e+00 7.348607409970251733e+39
1.070322751989214449e+00 6.793043384613463367e+39
1.085219924812719450e+00 6.277360001497130344e+39
1.100324442343903586e+00 5.798833929143666094e+39
1.115639190487918597e+00 5.354919375639279235e+39
1.131167095317079152e+00 4.943236982668707236e+39
1.146911123629924312e+00 4.561563390132298827e+39
1.162874283518062102e+00 4.207821432038415931e+39
1.179059624940901108e+00 3.880070926612555079e+39
1.195470240308384779e+00 3.576500025685792436e+39
1.212109265071833475e+00 3.295417090428278980e+39
1.228979878323011476e+00 3.035243062383603820e+39
1.246085303401532673e+00 2.794504300543883860e+39
1.263428808510718149e+00 2.571825856889304275e+39
1.281013707342027574e+00 2.365925164404548637e+39
1.298843359708181655e+00 2.175606113083905743e+39
1.316921172185094857e+00 1.999753490851809250e+39
1.335250598762744545e+00 1.837327767660129100e+39
1.353835141505098205e+00 1.687360202283114695e+39
1.372678351219226434e+00 1.548948252518982214e+39
1.391783828133728917e+00 1.421251270627883701e+39
1.411155222586601976e+00 1.303486466893292477e+39
1.430796235722680887e+00 1.194925125190985148e+39
1.450710620200790002e+00 1.094889055390358692e+39
1.470902180910734769e+00 1.002747268301181042e+39
1.491374775700269106e+00 9.179128597054707207e+38
1.512132316112197783e+00 8.398400908322335803e+38
1.533178768131707281e+00 7.680216533279321721e+38
1.554518152944127429e+00 7.019861075247270244e+38
1.576154547703227049e+00 6.412954834409807074e+38
1.598092086310203275e+00 5.855430345808788849e+38
1.620334960203515307e+00 5.343511351859855023e+38
1.642887419159710705e+00 4.873693121450476314e+38
1.665753772105397434e+00 4.442724032899746002e+38
1.688938387940518648e+00 4.047588342976069421e+38
1.712445696373083193e+00 3.685490068831397636e+38
1.736280188765518373e+00 3.353837913408014578e+38
1.760446418992798856e+00 3.050231172430864768e+38
1.784949004312521570e+00 2.772446556108073351e+38
1.809792626247090030e+00 2.518425875669452851e+38
1.834982031478176401e+00 2.286264533599258629e+38
1.860522032753634925e+00 2.074200782791717637e+38
1.886417509807035930e+00 1.880605672047799647e+38
1.912673410290000264e+00 1.703973680112643311e+38
1.939294750717508897e+00 1.542913960944824094e+38
1.966286617426370453e+00 1.396142175140736776e+38
1.993654167547028733e+00 1.262472868140456786e+38
2.021402629988896305e+00 1.140812360493589525e+38
2.049537306439402684e+00 1.030152117581171500e+38
2.078063572376946944e+00 9.295625681817580630e+37
2.106986878097950378e+00 8.381873431442436140e+37
2.136312749758201512e+00 7.552379071928307697e+37
2.166046790428698188e+00 6.799885585479359152e+37
2.196194681166182328e+00 6.117717726061841025e+37
2.226762182098578791e+00 5.499738673892431944e+37
2.257755133525534585e+00 4.940309698499481825e+37
2.289179457034285381e+00 4.434252644064890724e+37
2.321041156631044711e+00 3.976814984062145815e+37
2.353346319888145466e+00 3.563637488470490603e+37
2.386101119107144175e+00 3.190723935546241534e+37
2.419311812498118996e+00 2.854413245146713454e+37
2.452984745375373699e+00 2.551353378521913824e+37
2.487126351369793209e+00 2.278477246291353132e+37
2.521743153658064340e+00 2.032980306392811682e+37
2.556841766209013489e+00 1.812299796248811261e+37
2.592428895047282911e+00 1.614095480876350577e+37
2.628511339534604030e+00 1.436231814354662125e+37
2.665095993668896490e+00 1.276761418591076054e+37
2.702189847401454070e+00 1.133909789451672127e+37
2.739799987972459938e+00 1.006061146075247778e+37
2.777933601265091923e+00 8.917453445884146423e+36
2.816597973178476266e+00 7.896257825075003792e+36
2.855800491019745202e+00 6.984882248693525821e+36
2.895548644915478143e+00 6.172304875967323827e+36
2.935850029242772941e+00 5.448529177924032018e+36
2.976712344080272299e+00 4.804496145856726044e+36
3.018143396679321633e+00 4.232003378422531545e+36
3.060151102955666946e+00 3.723630555063199906e+36
3.102743489001880128e+00 3.272670835880341732e+36
3.145928692620845624e+00 2.873067758519818114e+36
3.189714964880587367e+00 2.519357231152242124e+36
3.234110671690737959e+00 2.206614247389195415e+36
3.279124295400947631e+00 1.930403974058294352e+36
3.324764436421545177e+00 1.686737499768797461e+36
3.371039814866751083e+00 1.472028182765107936e+36
3.417959272220762568e+00 1.283057912482196590e+36
3.465531773027030749e+00 1.116939940755865656e+36
3.513766406601046111e+00 9.710880728105431935e+35
3.562672388766965348e+00 8.431878800347433961e+35
3.612259063618408206e+00 7.311704239264700506e+35
3.662535905303763606e+00 6.331882936332643649e+35
3.713512519836342118e+00 5.475937734612490289e+35
3.765198646929722948e+00 4.729189697840326253e+35
3.817604161858648038e+00 4.078577390001270531e+35
3.870739077345816348e+00 3.512492696171439529e+35
3.924613545474936238e+00 3.020631822302763157e+35
3.979237859630408991e+00 2.593860200950034779e+35
4.034622456464005857e+00 2.224090200584851389e+35
4.090777917888919646e+00 1.904170381871257528e+35
4.147714973101573221e+00 1.627785546312871341e+35
4.205444500631561056e+00 1.389366458174383204e+35
4.263977530420129725e+00 1.184008469356697284e+35
4.323325245927582827e+00 1.007398245390761572e+35
4.383498986270024211e+00 8.557478671865088425e+34
4.444510248385828532e+00 7.257356406261987534e+34
4.506370689232283233e+00 6.144529995743980526e+34
4.569092128012785636e+00 5.193569376310953415e+34
4.632686548435055229e+00 4.382274502071876774e+34
4.697166101000765259e+00 3.691295114674257777e+34
4.762543105327047499e+00 3.103791510795706061e+34
4.828830052500309833e+00 2.605132290594700286e+34
4.896039607462808085e+00 2.182625523175766734e+34
4.964184611432446381e+00 1.825279895803664990e+34
5.033278084356245685e+00 1.523592896333142462e+34
5.103333227397969019e+00 1.269362591220098878e+34
5.174363425460365207e+00 1.055524423627052061e+34
5.246382249742522319e+00 8.760007334743195706e+33
5.319403460332813083e+00 7.255745583852274921e+33
5.393441008837926098e+00 5.997754072921859359e+33
5.468509041048501551e+00 4.947795789903424793e+33
5.544621899641850149e+00 4.073227691097034525e+33
5.621794126922306845e+00 3.346235871979943121e+33
5.700040467599713168e+00 2.743167434621965664e+33
5.779375871606567294e+00 2.243947906278431936e+33
5.859815496954441372e+00 1.831574212012854853e+33
5.941374712630035582e+00 1.491674249719716862e+33
6.024069101531658532e+00 1.212125066332271134e+33
6.107914463446527442e+00 9.827224965192303595e+32
6.192926818069505401e+00 7.948959065655317423e+32
6.279122408063868122e+00 6.414623927720982210e+32
6.366517702164663284e+00 5.164154215780331373e+32
6.455129398325268220e+00 4.147434733166433099e+32
6.544974426907739229e+00 3.322747683190792982e+32
6.636069953917565378e+00 2.655446178905915082e+32
6.728433384283451169e+00 2.116823580929571763e+32
6.822082365182739139e+00 1.683151955504034428e+32
6.917034789413123441e+00 1.334866256355807686e+32
7.013308798811292988e+00 1.055873780842248863e+32
7.110922787719148097e+00 8.329710675927656578e+31
7.209895406498272763e+00 6.553527210821949772e+31
7.310245565093314468e+00 5.141986975831083297e+31
7.411992436644966098e+00 4.023283936948921745e+31
7.515155461153225858e+00 3.139114679196954239e+31
7.619754349191659060e+00 2.442267202680397830e+31
7.725809085673338572e+00 1.895333888903437903e+31
7.833339933669215327e+00 1.523729260331799728e+31
7.942367438279627656e+00 1.177000028202036039e+31
8.052912430559697299e+00 9.064959844849471492e+30
8.164996031499358153e+00 6.960786744540258373e+30
8.278639656058789598e+00 5.328877992042353438e+30
8.393865017259997785e+00 4.067053407659699383e+30
8.510694130335373586e+00 3.094367807734744138e+30
8.629149316933961700e+00 2.346890984018804621e+30
8.749253209386290919e+00 1.774285197095719361e+30
8.871028755028572022e+00 1.337037882777057817e+30
8.994499220587053756e+00 1.004231014689960371e+30
9.119688196623430443e+00 7.517486549838105200e+29
9.246619602042107644e+00 5.608411671665766516e+29
9.375317688660206983e+00 4.169788075025295712e+29
9.505807045841171643e+00 3.089393453137023788e+29
9.638112605192874938e+00 2.280843290524666459e+29
9.772259645331107691e+00 1.677869105950495899e+29
9.908273796709371695e+00 1.229810215354218141e+29
1.004618104651589761e+01 8.980738379448152177e+28
1.018600774363879857e+01 6.533652295836748194e+28
1.032778060370045203e+01 4.735279943508918165e+28
1.047152671416162306e+01 3.418661883865023744e+28
1.061727353949717312e+01 2.458454715994341267e+28
1.076504892644315348e+01 1.760913831487314817e+28
1.091488110931760502e+01 1.256196593715597228e+28
1.106679871541473226e+01 8.924708665315319586e+27
1.122083077047485133e+01 6.314227934881598533e+27
1.137700670422976224e+01 4.448448813582051092e+27
1.153535635602602660e+01 3.120548686033332153e+27
1.169590998052577291e+01 2.179509465865617054e+27
1.185869825348760109e+01 1.515524350003792858e+27
1.202375227762718524e+01 1.049092763471149492e+27
1.219110358856022280e+01 7.229057020884251084e+26
1.236078416082730413e+01 4.958332992130771406e+26
1.253282641400344666e+01 3.384893631386105382e+26
1.270726321889185861e+01 2.299737129779845243e+26
1.288412790380471051e+01 1.554902873393361694e+26
1.306345426093051643e+01 1.046135210613935718e+26
1.324527655279096727e+01 7.003239358935489772e+25
1.342962951878678268e+01 4.664481289954521793e+25
1.361654838183554084e+01 3.090773222729799616e+25
1.380606885510100490e+01 2.037304854178961448e+25
1.399822714881702446e+01 1.335780850874751786e+25
1.419305997720548085e+01 8.711029226172704864e+24
1.439060456549146672e+01 5.649669864202195939e+24
1.459089865701515620e+01 3.643844370766914403e+24
1.479398052044360412e+01 2.336915736209509694e+24
1.499988895708197845e+01 1.490169369179827288e+24
1.520866330828751067e+01 9.447131167833270497e+23
1.542034346298565950e+01 5.953850225394586915e+23
1.563496986529187893e+01 3.729846403421332507e+23
1.585258352223846856e+01 2.322416072705480631e+23
1.607322601160991837e+01 1.437161654875700561e+23
1.629693948988666108e+01 8.837872145694379003e+22
1.652376670029940797e+01 5.400398498924073478e+22
1.675375098099622306e+01 3.278679068831415009e+22
1.698693627332227507e+01 1.977541129360753295e+22
1.722336713021593013e+01 1.184850797977650646e+22
1.746308872472058482e+01 7.051326588830896620e+21
1.770614685861609416e+01 4.167772506745782403e+21
1.795258797116920135e+01 2.446356016569059377e+21
1.820245914800691267e+01 1.425849656435960185e+21
1.845580813011221011e+01 8.251286011352548639e+20
1.871268332294614112e+01 4.740435554882581955e+20
1.897313380569567798e+01 2.703447087388104786e+20
1.923720934065153543e+01 1.530291929957419909e+20
1.950496038271522536e+01 8.596876552859693875e+19
1.977643808903973621e+01 4.792583735316304691e+19
2.005169432880310154e+01 2.651022360090431898e+19
2.033078169311928818e+01 1.454866648523827200e+19
2.061375350508573945e+01 7.920451772535997440e+18
2.090066382997205352e+01 4.277046071497352704e+18
2.119156748554917513e+01 2.290628870114113536e+18
2.148652005256367659e+01 1.216553869641649152e+18
2.178557788535645656e+01 6.406518927008856320e+17
2.208879812263064579e+01 3.344835195599539840e+17
2.239623869836794157e+01 1.731155970693515200e+17
2.270795835289834486e+01 8.880816110039507200e+16
2.302401664412248294e+01 4.515131637594918400e+16
2.334447395889164412e+01 2.274750490974189600e+16
2.366939152454465400e+01 1.135500078178064200e+16
2.399883142060691554e+01 5.615315107445208000e+15
2.433285659065066397e+01 2.750663293425638000e+15
2.467153085432191872e+01 1.334501575830692000e+15
2.501491891953322266e+01 6.411510642600382500e+14
2.536308639482768612e+01 3.050013370529130625e+14
2.571609980191350431e+01 1.436424849175126250e+14
2.607402658837457210e+01 6.696421076221640625e+13
2.643693514055635063e+01 3.089721606946422266e+13
2.680489479663276953e+01 1.410749603451333789e+13
2.717797585985329079e+01 6.373396137781783203e+12
2.755624961197607092e+01 2.848510456113337402e+12
2.793978832688636160e+01 1.259288742544967773e+12
2.832866528440620968e+01 5.505885877446621094e+11
2.872295478429457205e+01 2.380435154075791931e+11
2.912273216044412649e+01 1.017524186862478638e+11
2.952807379527381570e+01 4.299553986152570343e+10
2.993905713432358695e+01 1.795653147699021530e+10
3.035576070105038227e+01 7.410901132431755066e+09
3.077826411183196598e+01 3.022019649394362450e+09
3.120664809117766225e+01 1.217386357622287273e+09
3.164099448715261076e+01 4.843849545745272040e+08
3.208138628701551909e+01 1.903308102786804140e+08
3.252790763307398691e+01 7.384276031501735747e+07
3.298064383876184280e+01 2.828200632211868465e+07
3.343968140493830532e+01 1.069148430702172965e+07
3.390510803641610948e+01 3.988524258708583191e+06
3.437701265871746870e+01 1.468090330899872119e+06
3.485548543506556030e+01 5.330627965962855378e+05
3.534061778361017048e+01 1.909003157410211279e+05
3.583250239489539979e+01 6.741461836694396334e+04
3.633123324956820710e+01 2.347123805998562602e+04
3.683690563633572879e+01 8.055018648531422514e+03
3.734961617017018654e+01 2.724323608600479020e+03
3.786946281076957632e+01 9.078710742230408641e+02
3.839654488127285958e+01 2.980392968539894127e+02
3.893096308723811916e+01 9.636426823485759030e+01
3.947281953588234416e+01 3.068030643253986156e+01
4.002221775559156924e+01 9.616372281309987002e+00
4.057926271569994014e+01 2.966717535846616460e+00
4.114406084654671503e+01 9.006553156819743222e-01
4.171672005980979492e+01 2.690055993922405020e-01
4.229734976912491362e+01 7.902886696639861708e-02
4.288606091098910866e+01 2.283137140869191326e-02
4.348296596595789509e+01 6.484832101749296758e-03
4.408817898013466419e+01 1.810436279793342044e-03
4.470181558696202018e+01 4.966853717846919734e-04
4.532399302931357710e+01 1.338713093823091929e-04
4.595483018189605673e+01 3.544007221799041704e-05
4.659444757396035897e+01 9.212851475053900700e-06
4.724296741233162322e+01 2.351125731047013805e-06
4.790051360475686693e+01 5.888820945568791001e-07
4.856721178358060342e+01 1.447232805856573219e-07
4.924318932974693297e+01 3.488922086989337347e-08
4.992857539713880044e+01 8.248417590271506894e-09
5.062350093725285660e+01 1.911870879209586456e-09
5.132809872422097897e+01 4.343456126579511220e-10
5.204250338017678956e+01 9.668965934951999273e-11
5.276685140097852411e+01 2.108479545315337787e-11
5.350128118228657570e+01 4.502760782347114867e-12
5.424593304600740851e+01 9.414171224393678996e-13
5.500094926710206522e+01 1.926419662931882329e-13
5.576647410077132605e+01 3.857050950105880256e-14
5.654265381001566482e+01 7.553770348345458531e-15
5.732963669358238690e+01 1.446580269966272331e-15
5.812757311429815132e+01 2.708047192161002121e-16
5.893661552779948920e+01 4.954131578770306425e-17
5.975691851165946389e+01 8.853953550066090813e-18
6.058863879492326987e+01 1.545340452509470373e-18
6.143193528805258552e+01 2.633208284763744523e-19
6.228696911328662367e+01 4.379002966293485464e-20
6.315390363542825725e+01 7.104722420766659071e-21
6.403290449305488607e+01 1.124220895931960246e-21
6.492413963016778666e+01 1.734353385341444752e-22
6.582777932827782763e+01 2.607663598826317647e-23
6.674399623894191791e+01 3.819777514349435801e-24
6.767296541674816979e+01 5.449283915224470981e-25
6.861486435276432871e+01 7.568255894479883303e-26
6.956987300844748745e+01 1.022928074656060536e-26
7.053817385003021911e+01 1.345002109010688978e-27
7.151995188338064224e+01 1.719739951476455194e-28
7.251539468935247612e+01 2.137448186147346969e-29
7.352469245962232947e+01 2.581369128126149359e-30
7.454803803303049392e+01 3.027977509282932761e-31
7.558562693242286912e+01 3.448475102190721340e-32
7.663765740201041865e+01 3.811491092195106091e-33
7.770433044524368427e+01 4.086721581805206115e-34
7.878584986321956762e+01 4.248972935723960050e-35
7.988242229361740954e+01 4.281890316565628250e-36
8.099425725018235767e+01 4.180623624445539608e-37
8.212156716275288204e+01 3.952839975936969256e-38
8.326456741785081306e+01 3.617812336953055410e-39
8.442347639983087504e+01 3.203721728544459532e-40
8.559851553260850210e+01 2.743696433469772171e-41
8.678990932196280994e+01 2.271368755017927616e-42
8.799788539843400770e+01 1.816789177974633794e-43
8.922267456081227976e+01 1.403391519418743218e-44
9.046451082023746437e+01 1.046405040528702406e-45
9.172363144490704201e+01 7.527551950924170203e-47
9.300027700541197362e+01 5.221845168810383781e-48
9.429469142069781640e+01 3.491329371094359516e-49
9.560712200467141031e+01 2.248699947372706377e-50
9.693781951345019365e+01 1.394505423447301807e-51
9.828703819327544977e+01 8.322004114563152522e-53
9.965503582908596059e+01 4.776639753168286255e-54
1.010420737937742501e+02 2.635533173603926796e-55
1.024484170981218938e+02 1.397099176799885547e-56
1.038743344414363463e+02 7.111426588039505033e-58
1.053200982628859776e+02 3.473854267528358088e-59
1.067859847935562954e+02 1.627582603401448201e-60
1.082722741092239289e+02 7.309687490416902963e-62
1.097792501838720227e+02 3.145018063560987561e-63
1.113072009439434709e+02 1.295557575616864881e-64
1.128564183233564080e+02 5.106655950132460967e-66
1.144271983192781619e+02 1.924846913541345992e-67
1.160198410486828209e+02 6.933702485572100148e-69
1.176346508056886933e+02 2.385445823762926223e-70
1.192719361197005981e+02 7.833058683171372440e-72
1.209320098143569453e+02 2.453403176864950515e-73
1.226151890672970666e+02 7.324812609595615751e-75
1.243217954707652950e+02 2.083169084497997681e-76
1.260521550930512831e+02 5.639742259773658124e-78
1.278065985407933454e+02 1.452455919238458627e-79
1.295854610221408620e+02 3.555934281300257175e-81
1.313890824108041500e+02 8.269998730026847887e-83
1.332178073109872685e+02 1.825777039983527653e-84
1.350719851232332474e+02 3.823542584332794665e-86
1.369519701111770189e+02 7.589985452112729473e-88
1.388581214692363233e+02 1.427083111530363870e-89
1.407908033912356700e+02 2.539585784721423175e-91
1.427503851399947621e+02 4.274144760745557035e-93
1.447372411178760103e+02 6.797842185079000183e-95
1.467517509383234824e+02 1.020907839911522374e-96
1.487942994983879714e+02 1.446601630010864864e-98
1.508652770522712103e+02 1.932443597314761490e-100
1.529650792858837747e+02 2.431665272987003967e-102
1.550941073924508942e+02 2.879907310499464265e-104
1.572527681491602038e+02 3.207484850713452920e-106
1.594414739948867918e+02 3.356530810413794615e-108
1.616606431089894897e+02 3.297463123711120637e-110
1.639106994912144444e+02 3.038439997866942090e-112
1.661920730427004003e+02 2.623708585798630659e-114
1.685051996481217600e+02 2.121202653720314947e-116
1.708505212589644202e+02 1.604177107961200968e-118
1.732284859779716726e+02 1.133763493627062788e-120
1.756395481447540305e+02 7.481409412308730884e-123
1.780841684226022323e+02 4.604900751550549290e-125
1.805628138864968548e+02 2.641267294078158875e-127
1.830759581123546411e+02 1.410370226611896389e-129
1.856240812675051188e+02 7.004064588996866186e-132
1.882076702024384929e+02 3.231654344704596518e-134
1.908272185438184181e+02 1.383925863084194924e-136
1.934832267888016020e+02 5.494942292280351575e-139
1.961762024006578145e+02 2.020778834995379114e-141
1.989066599057332212e+02 6.875691168156883192e-144
2.016751209917508163e+02 2.162150927606618958e-146
2.044821146074916101e+02 6.276988301652298683e-149
2.073281770638503758e+02 1.680464218705935063e-151
2.102138521363111465e+02 4.144098829706206673e-154
2.131396911688354692e+02 9.402801159975455417e-157
2.161062531792103414e+02 1.960682319910412033e-159
2.191141049658486111e+02 3.752922155851408966e-162
2.221638212160897865e+02 6.586074341573045734e-165
2.252559846159940378e+02 1.058409309895644970e-167
2.283911859616789570e+02 1.555673743104643758e-170
2.315700242721908921e+02 2.088727242082299843e-173
2.347931069039617000e+02 2.558563862545000528e-176
2.380610496668487599e+02 2.855666467786048182e-179
2.413744769417902774e+02 2.900367574926864643e-182
2.447340218001076835e+02 2.677088703833983093e-185
2.481403261244539920e+02 2.242634655357348126e-188
2.515940407314613196e+02 1.702762916735505372e-191
2.550958254960794420e+02 1.170187369311726733e-194
2.586463494776612606e+02 7.268747900312941393e-198
2.622462910477864853e+02 4.075264555243307726e-201
2.658963380198815116e+02 2.059323267826694371e-204
2.695971877806260295e+02 9.365644328412756054e-208
2.733495474232060474e+02 3.827880440433574824e-211
2.771541338824040963e+02 1.403915367834647730e-214
2.810116740715873789e+02 4.613501374210285517e-218
2.849229050215844836e+02 1.356324898499472552e-221
2.888885740215134206e+02 3.561780236288017746e-225
2.929094387615513142e+02 8.341773521898581694e-229
2.969862674777097595e+02 1.739584962370470927e-232
3.011198390986062350e+02 3.224982229066427048e-236
3.053109433942980218e+02 5.306304020901270491e-240
3.095603811271673749e+02 7.736042466000651624e-244
3.138689642049272948e+02 9.976454521792070044e-248
3.182375158357364739e+02 1.136116455626523891e-251
3.226668706854933362e+02 1.140530674593589064e-255
3.271578750372994477e+02 0.000000000000000000e+00
3.317113869531622754e+02 0.000000000000000000e+00
3.363282764379285368e+02 0.000000000000000000e+00
3.410094256055196524e+02 0.000000000000000000e+00
3.457557288474599204e+02 0.000000000000000000e+00
3.505680930037721055e+02 0.000000000000000000e+00
3.554474375362291880e+02 0.000000000000000000e+00
3.603946947040403188e+02 0.000000000000000000e+00
3.654108097419590422e+02 0.000000000000000000e+00
3.704967410408935393e+02 0.000000000000000000e+00
3.756534603310075795e+02 0.000000000000000000e+00
3.808819528673934087e+02 0.000000000000000000e+00
3.861832176183046954e+02 0.000000000000000000e+00
3.915582674560344003e+02 0.000000000000000000e+00
3.970081293504236442e+02 0.000000000000000000e+00
4.025338445650901917e+02 0.000000000000000000e+00
4.081364688563614891e+02 0.000000000000000000e+00
4.138170726750033737e+02 0.000000000000000000e+00
4.195767413707293372e+02 0.000000000000000000e+00
4.254165753995837918e+02 0.000000000000000000e+00
4.313376905341839915e+02 0.000000000000000000e+00
4.373412180769162205e+02 0.000000000000000000e+00
4.434283050760709557e+02 0.000000000000000000e+00
4.496001145450148329e+02 0.000000000000000000e+00
4.558578256843845224e+02 0.000000000000000000e+00
4.622026341074001721e+02 0.000000000000000000e+00
4.686357520682969380e+02 0.000000000000000000e+00
4.751584086939349731e+02 0.000000000000000000e+00
4.817718502186532987e+02 0.000000000000000000e+00
4.884773402223622725e+02 0.000000000000000000e+00
4.952761598719823155e+02 0.000000000000000000e+00
5.021696081662105371e+02 0.000000000000000000e+00
5.091590021837267841e+02 0.000000000000000000e+00
5.162456773348213801e+02 0.000000000000000000e+00
5.234309876165586957e+02 0.000000000000000000e+00
5.307163058714575072e+02 0.000000000000000000e+00
5.381030240498075727e+02 0.000000000000000000e+00
5.455925534756011075e+02 0.000000000000000000e+00
5.531863251162010329e+02 0.000000000000000000e+00
5.608857898557280350e+02 0.000000000000000000e+00
5.686924187722871693e+02 0.000000000000000000e+00
5.766077034190176391e+02 0.000000000000000000e+00
5.846331561090911464e+02 0.000000000000000000e+00
5.927703102046389176e+02 0.000000000000000000e+00
6.010207204097389422e+02 0.000000000000000000e+00
6.093859630674417076e+02 0.000000000000000000e+00
6.178676364609701750e+02 0.000000000000000000e+00
6.264673611190712563e+02 0.000000000000000000e+00
6.351867801256582879e+02 0.000000000000000000e+00
6.440275594337221037e+02 0.000000000000000000e+00
6.529913881836527025e+02 0.000000000000000000e+00
6.620799790259493420e+02 0.000000000000000000e+00
6.712950684484649173e+02 0.000000000000000000e+00
6.806384171081622299e+02 0.000000000000000000e+00
6.901118101675305070e+02 0.000000000000000000e+00
6.997170576356415950e+02 0.000000000000000000e+00
7.094559947139960059e+02 0.000000000000000000e+00
7.193304821471390369e+02 0.000000000000000000e+00
7.293424065782013486e+02 0.000000000000000000e+00
7.394936809093428565e+02 0.000000000000000000e+00
7.497862446672596661e+02 0.000000000000000000e+00
7.602220643737307455e+02 0.000000000000000000e+00
7.708031339213703177e+02 0.000000000000000000e+00
7.815314749545617588e+02 0.000000000000000000e+00
7.924091372557419390e+02 0.000000000000000000e+00
8.034381991370131573e+02 0.000000000000000000e+00
8.146207678372552436e+02 0.000000000000000000e+00
8.259589799247138444e+02 0.000000000000000000e+00
8.374550017052451949e+02 0.000000000000000000e+00
8.491110296361879364e+02 0.000000000000000000e+00
8.609292907460517199e+02 0.000000000000000000e+00
8.729120430599900828e+02 0.000000000000000000e+00
8.850615760312525708e+02 0.000000000000000000e+00
8.973802109785849552e+02 0.000000000000000000e+00
9.098703015297704724e+02 0.000000000000000000e+00
9.225342340713093563e+02 0.000000000000000000e+00
9.353744282043558087e+02 0.000000000000000000e+00
9.483933372070395080e+02 0.000000000000000000e+00
9.615934485031639269e+02 0.000000000000000000e+00
9.749772841374906420e+02 0.000000000000000000e+00
9.885474012575758707e+02 0.000000000000000000e+00
1.002306392602376718e+03 0.000000000000000000e+00
1.016256886997594165e+03 0.000000000000000000e+00
1.030401549857975169e+03 0.000000000000000000e+00
1.044743083696540225e+03 0.000000000000000000e+00
1.059284228640965466e+03 0.000000000000000000e+00
1.074027762957083951e+03 0.000000000000000000e+00
1.088976503579742030e+03 0.000000000000000000e+00
1.104133306650975555e+03 0.000000000000000000e+00
1.119501068065745358e+03 0.000000000000000000e+00
1.135082724025198786e+03 0.000000000000000000e+00
1.150881251597703567e+03 0.000000000000000000e+00
1.166899669287616462e+03 0.000000000000000000e+00
1.183141037612043192e+03 0.000000000000000000e+00
1.199608459685551225e+03 0.000000000000000000e+00
1.216305081813095285e+03 0.000000000000000000e+00
1.233234094091119687e+03 0.000000000000000000e+00
1.250398731017105547e+03 0.000000000000000000e+00
1.267802272107520594e+03 0.000000000000000000e+00
1.285448042524452831e+03 0.000000000000000000e+00
1.303339413710882809e+03 0.000000000000000000e+00
1.321479804034880317e+03 0.000000000000000000e+00
1.339872679442685012e+03 0.000000000000000000e+00
1.358521554120959991e+03 0.000000000000000000e+00
1.377429991168178276e+03 0.000000000000000000e+00
1.396601603275440311e+03 0.000000000000000000e+00
1.416040053416678575e+03 0.000000000000000000e+00
1.435749055548560136e+03 0.000000000000000000e+00
1.455732375320037136e+03 0.000000000000000000e+00
1.475993830791868277e+03 0.000000000000000000e+00
1.496537293166058816e+03 0.000000000000000000e+00
1.517366687525549196e+03 0.000000000000000000e+00
1.538485993584103198e+03 0.000000000000000000e+00
1.559899246446730103e+03 0.000000000000000000e+00
1.581610537380591268e+03 0.000000000000000000e+00
1.603624014596738562e+03 0.000000000000000000e+00
1.625943884042630543e+03 0.000000000000000000e+00
1.648574410205781533e+03 0.000000000000000000e+00
1.671519916928493103e+03 0.000000000000000000e+00
1.694784788234030884e+03 0.000000000000000000e+00
1.718373469164192329e+03 0.000000000000000000e+00
1.742290466628641752e+03 0.000000000000000000e+00
1.766540350265955794e+03 0.000000000000000000e+00
1.791127753316758572e+03 0.000000000000000000e+00
1.816057373508938554e+03 0.000000000000000000e+00
1.841333973955185684e+03 0.000000000000000000e+00
1.866962384063095215e+03 0.000000000000000000e+00
1.892947500457824390e+03 0.000000000000000000e+00
1.919294287917716247e+03 0.000000000000000000e+00
1.946007780322818235e+03 0.000000000000000000e+00
1.973093081616731979e+03 0.000000000000000000e+00
2.000555366781719613e+03 0.000000000000000000e+00
2.028399882827513693e+03 0.000000000000000000e+00
2.056631949793757940e+03 0.000000000000000000e+00
2.085256961766532186e+03 0.000000000000000000e+00
2.114280387908894227e+03 0.000000000000000000e+00
2.143707773505896057e+03 0.000000000000000000e+00
2.173544741024012637e+03 0.000000000000000000e+00
2.203796991185454317e+03 0.000000000000000000e+00
2.234470304057285830e+03 0.000000000000000000e+00
2.265570540155856179e+03 0.000000000000000000e+00
2.297103641566446640e+03 0.000000000000000000e+00
2.329075633078655756e+03 0.000000000000000000e+00
2.361492623337432633e+03 0.000000000000000000e+00
2.394360806010288343e+03 0.000000000000000000e+00
2.427686460970593544e+03 0.000000000000000000e+00
2.461475955497504401e+03 0.000000000000000000e+00
2.495735745492431306e+03 0.000000000000000000e+00
2.530472376712600180e+03 0.000000000000000000e+00
2.565692486021616332e+03 0.000000000000000000e+00
2.601402802657605207e+03 0.000000000000000000e+00
2.637610149518830895e+03 0.000000000000000000e+00
2.674321444467379933e+03 0.000000000000000000e+00
2.711543701650820367e+03 0.000000000000000000e+00
2.749284032842426768e+03 0.000000000000000000e+00
2.787549648799886199e+03 0.000000000000000000e+00
2.826347860643090371e+03 0.000000000000000000e+00
2.865686081250925781e+03 0.000000000000000000e+00
2.905571826677688932e+03 0.000000000000000000e+00
2.946012717589026124e+03 0.000000000000000000e+00
2.987016480718053117e+03 0.000000000000000000e+00
3.028590950341545067e+03 0.000000000000000000e+00
3.070744069776871129e+03 0.000000000000000000e+00
